Project,Date,Close,Volume
numerai,2018-02-12,21.977501,1239570
numerai,2018-02-13,20.1768,284117
numerai,2018-02-14,22.0954,382246
numerai,2018-02-15,22.157301,186324
numerai,2018-02-16,21.245701,106464
numerai,2018-02-17,23.249001,212041
numerai,2018-02-18,20.432899,145246
numerai,2018-02-19,24.4244,1940870
numerai,2018-02-20,23.836201,1697590
numerai,2018-02-21,22.9827,166873
numerai,2018-02-22,19.7132,203935
numerai,2018-02-23,20.1138,198316
numerai,2018-02-24,19.945499,93322
numerai,2018-02-25,19.4461,258240
numerai,2018-02-26,20.802799,159978
numerai,2018-02-27,21.141701,78730
numerai,2018-02-28,19.4732,110274
numerai,2018-03-01,23.3626,1682660
numerai,2018-03-02,23.5583,491238
numerai,2018-03-03,21.960501,354844
numerai,2018-03-04,39.061901,29044000
numerai,2018-03-05,29.688999,15256700
numerai,2018-03-06,25.643,3058340
numerai,2018-03-07,23.8925,5717690
numerai,2018-03-08,22.5308,3508340
numerai,2018-03-09,21.0648,687268
numerai,2018-03-10,20.26,4378180
numerai,2018-03-11,21.8769,283704
numerai,2018-03-12,20.0828,511742
numerai,2018-03-13,20.2138,896226
numerai,2018-03-14,16.891199,578683
numerai,2018-03-15,16.7894,363443
numerai,2018-03-16,16.0159,308110
numerai,2018-03-17,15.3426,232748
numerai,2018-03-18,14.704,252955
numerai,2018-03-19,16.253599,410934
numerai,2018-03-20,15.9762,586392
numerai,2018-03-21,15.0521,366476
numerai,2018-03-22,14.6489,261898
numerai,2018-03-23,13.5616,244457
numerai,2018-03-24,13.1151,455148
numerai,2018-03-25,13.5267,505083
numerai,2018-03-26,14.4282,447894
numerai,2018-03-27,13.8011,219977
numerai,2018-03-28,13.5899,57874
numerai,2018-03-29,11.3648,132361
numerai,2018-03-30,10.2869,105765
numerai,2018-03-31,11.1485,83483
numerai,2018-04-01,11.1035,155875
numerai,2018-04-02,11.2605,121941
numerai,2018-04-03,11.9402,89365
numerai,2018-04-04,11.0015,71281
numerai,2018-04-05,11.1432,108690
numerai,2018-04-06,10.5095,81148
numerai,2018-04-07,14.2196,5555340
numerai,2018-04-08,14.1377,4517500
numerai,2018-04-09,12.5184,1669530
numerai,2018-04-10,12.4222,303283
numerai,2018-04-11,13.4212,1017090
numerai,2018-04-12,14.0816,666169
numerai,2018-04-13,14.4668,469526
numerai,2018-04-14,15.1579,498610
numerai,2018-04-15,15.6353,151394
numerai,2018-04-16,14.8087,337946
numerai,2018-04-17,14.2845,189460
numerai,2018-04-18,15.2035,263626
numerai,2018-04-19,16.4154,839062
numerai,2018-04-20,18.1679,2375050
numerai,2018-04-21,17.418301,620752
numerai,2018-04-22,17.743099,169248
numerai,2018-04-23,18.3302,1842150
numerai,2018-04-24,19.211599,606446
numerai,2018-04-25,16.6654,322259
numerai,2018-04-26,17.874701,283361
numerai,2018-04-27,17.276501,161067
numerai,2018-04-28,18.0991,254463
numerai,2018-04-29,17.194099,606871
numerai,2018-04-30,16.215,305047
numerai,2018-05-01,16.3368,197162
numerai,2018-05-02,19.0163,565838
numerai,2018-05-03,17.8769,867019
numerai,2018-05-04,17.230301,375308
numerai,2018-05-05,17.2297,225229
numerai,2018-05-06,16.583,131362
numerai,2018-05-07,15.402,207977
numerai,2018-05-08,15.6058,430449
numerai,2018-05-09,16.0277,482961
numerai,2018-05-10,14.1778,349506
numerai,2018-05-11,12.2198,318255
numerai,2018-05-12,12.2546,133193
numerai,2018-05-13,13.2209,108075
numerai,2018-05-14,12.9145,212432
numerai,2018-05-15,12.668,201907
numerai,2018-05-16,12.7237,164390
numerai,2018-05-17,12.1833,141137
numerai,2018-05-18,12.4004,167790
numerai,2018-05-19,12.236,66233
numerai,2018-05-20,12.5874,82280
numerai,2018-05-21,12.0296,69023
numerai,2018-05-22,10.7529,179996
numerai,2018-05-23,9.52476,395352
numerai,2018-05-24,9.85088,391160
numerai,2018-05-25,10.0793,169973
numerai,2018-05-26,9.91287,33810
numerai,2018-05-27,10.1911,146668
numerai,2018-05-28,8.77723,184605
numerai,2018-05-29,9.56069,166472
numerai,2018-05-30,9.21957,152173
numerai,2018-05-31,9.78234,94930
numerai,2018-06-01,9.88827,50516
numerai,2018-06-02,9.91251,37647
numerai,2018-06-03,10.1356,65018
numerai,2018-06-04,9.40551,51303
numerai,2018-06-05,9.20597,22434
numerai,2018-06-06,10.2435,43319
numerai,2018-06-07,9.61685,37647
numerai,2018-06-08,9.80238,56282
numerai,2018-06-09,9.64019,31226
numerai,2018-06-10,8.13291,74995
numerai,2018-06-11,8.1999,56539
numerai,2018-06-12,7.74829,59340
numerai,2018-06-13,7.49794,99215
numerai,2018-06-14,8.58748,48281
numerai,2018-06-15,7.89729,20398
numerai,2018-06-16,8.08708,11665
numerai,2018-06-17,7.6832,16808
numerai,2018-06-18,7.95093,11418
numerai,2018-06-19,8.31101,13073
numerai,2018-06-20,8.04725,30470
numerai,2018-06-21,7.7598,47054
numerai,2018-06-22,6.86182,32691
numerai,2018-06-23,7.03323,10058
numerai,2018-06-24,6.91797,24658
numerai,2018-06-25,6.99243,16160
numerai,2018-06-26,6.81738,17150
numerai,2018-06-27,6.88691,132769
numerai,2018-06-28,6.52951,61048
numerai,2018-06-29,6.7307,8901
numerai,2018-06-30,7.16244,127018
numerai,2018-07-01,6.72925,110408
numerai,2018-07-02,6.8316,71369
numerai,2018-07-03,6.80167,140240
numerai,2018-07-04,6.90653,34582
numerai,2018-07-05,6.82627,58709
numerai,2018-07-06,6.70702,41190
numerai,2018-07-07,6.8605,24207
numerai,2018-07-08,6.58948,39818
numerai,2018-07-09,6.2272,19307
numerai,2018-07-10,5.6292,153081
numerai,2018-07-11,5.4149,115529
numerai,2018-07-12,6.54614,413480
numerai,2018-07-13,6.883,146775
numerai,2018-07-14,7.09834,23835
numerai,2018-07-15,7.26268,8406
numerai,2018-07-16,7.28118,128407
numerai,2018-07-17,9.08553,275592
numerai,2018-07-18,8.46354,80718
numerai,2018-07-19,7.98544,54352
numerai,2018-07-20,8.31931,61377
numerai,2018-07-21,7.96307,15120
numerai,2018-07-22,8.39875,30343
numerai,2018-07-23,8.17992,28513
numerai,2018-07-24,9.22723,37265
numerai,2018-07-25,8.97832,51142
numerai,2018-07-26,8.12328,25504
numerai,2018-07-27,8.62256,32979
numerai,2018-07-28,8.62986,17044
numerai,2018-07-29,9.11005,34331
numerai,2018-07-30,9.33009,101547
numerai,2018-07-31,9.45125,1201430
numerai,2018-08-01,8.48911,152976
numerai,2018-08-02,7.97046,134511
numerai,2018-08-03,7.82576,93257
numerai,2018-08-04,7.62153,43290
numerai,2018-08-05,8.59817,64555
numerai,2018-08-06,9.19728,257877
numerai,2018-08-07,9.11307,129269
numerai,2018-08-08,7.32586,67770
numerai,2018-08-09,7.96226,52003
numerai,2018-08-10,7.40031,16351
numerai,2018-08-11,7.36326,20974
numerai,2018-08-12,7.67243,5640
numerai,2018-08-13,7.1326,111649
numerai,2018-08-14,6.3696,71061
numerai,2018-08-15,6.18646,40725
numerai,2018-08-16,6.63441,55164
numerai,2018-08-17,7.08576,31073
numerai,2018-08-18,6.18393,15993
numerai,2018-08-19,6.49325,9198
numerai,2018-08-20,6.10693,5803
numerai,2018-08-21,6.0108,4464
numerai,2018-08-22,5.73281,9080
numerai,2018-08-23,5.93897,69418
numerai,2018-08-24,5.88051,27315
numerai,2018-08-25,5.84564,13128
numerai,2018-08-26,5.54996,7516
numerai,2018-08-27,5.36431,904761
numerai,2018-08-28,5.10823,251348
numerai,2018-08-29,4.79821,119234
numerai,2018-08-30,4.80057,88405
numerai,2018-08-31,4.79319,76615
numerai,2018-09-01,4.92862,72874
numerai,2018-09-02,4.94447,32344
numerai,2018-09-03,4.89924,39307
numerai,2018-09-04,4.78011,53939
numerai,2018-09-05,3.99052,86264
numerai,2018-09-06,3.88845,47912
numerai,2018-09-07,3.74777,30552
numerai,2018-09-08,3.45934,17196
numerai,2018-09-09,3.57124,6691
numerai,2018-09-10,3.48858,18194
numerai,2018-09-11,3.44176,15331
numerai,2018-09-12,3.37219,53821
numerai,2018-09-13,3.6293,20893
numerai,2018-09-14,3.39425,37204
numerai,2018-09-15,3.28927,30560
numerai,2018-09-16,3.21653,16433
numerai,2018-09-17,3.08188,66850
numerai,2018-09-18,3.09496,7691
numerai,2018-09-19,3.16794,18621
numerai,2018-09-20,3.19842,22652
numerai,2018-09-21,3.3499,53011
numerai,2018-09-22,3.20435,35793
numerai,2018-09-23,3.37691,14280
numerai,2018-09-24,3.36771,60538
numerai,2018-09-25,3.27663,27298
numerai,2018-09-26,3.32261,32028
numerai,2018-09-27,3.36685,26775
numerai,2018-09-28,3.26975,26218
numerai,2018-09-29,3.10312,15357
numerai,2018-09-30,3.29605,21455
numerai,2018-10-01,3.28521,51029
numerai,2018-10-02,3.17055,29362
numerai,2018-10-03,3.35224,57958
numerai,2018-10-04,4.09846,323073
numerai,2018-10-05,4.32185,290444
numerai,2018-10-06,4.43192,333060
numerai,2018-10-07,5.83395,1103440
numerai,2018-10-08,5.34593,380144
numerai,2018-10-09,4.68227,120896
numerai,2018-10-10,4.81551,144551
numerai,2018-10-11,4.05405,37825
numerai,2018-10-12,3.85333,46810
numerai,2018-10-13,3.72858,49533
numerai,2018-10-14,3.7665,24526
numerai,2018-10-15,3.78204,49705
numerai,2018-10-16,3.64248,28499
numerai,2018-10-17,3.52263,22907
numerai,2018-10-18,5.59545,454972
numerai,2018-10-19,4.66273,712883
numerai,2018-10-20,4.69356,357393
numerai,2018-10-21,4.66929,102968
numerai,2018-10-22,4.9457,264241
numerai,2018-10-23,4.66402,157369
numerai,2018-10-24,4.46151,98602
numerai,2018-10-25,4.74547,552445
numerai,2018-10-26,5.19219,167137
numerai,2018-10-27,5.02126,42130
numerai,2018-10-28,4.93926,9736
numerai,2018-10-29,4.55088,43713
numerai,2018-10-30,4.86044,19425
numerai,2018-10-31,5.02239,27952
numerai,2018-11-01,5.05461,23776
numerai,2018-11-02,4.85526,55133
numerai,2018-11-03,4.7451,7184
numerai,2018-11-04,4.69163,10519
numerai,2018-11-05,4.60874,34731
numerai,2018-11-06,4.75261,68793
numerai,2018-11-07,4.80304,19664
numerai,2018-11-08,4.7163,40219
numerai,2018-11-09,4.13013,199404
numerai,2018-11-10,4.27949,52770
numerai,2018-11-11,3.90045,29540
numerai,2018-11-12,3.76059,33353
numerai,2018-11-13,3.84748,73516
numerai,2018-11-14,3.43851,27916
numerai,2018-11-15,3.18156,72433
numerai,2018-11-16,3.12316,38850
numerai,2018-11-17,3.11608,12113
numerai,2018-11-18,3.28126,11126
numerai,2018-11-19,2.62468,19242
numerai,2018-11-20,2.63768,27406
numerai,2018-11-21,2.60279,23624
numerai,2018-11-22,2.53686,6142
numerai,2018-11-23,2.59166,39372
numerai,2018-11-24,2.24228,7274
numerai,2018-11-25,2.14243,34348
numerai,2018-11-26,2.02807,16699
numerai,2018-11-27,2.09084,8522
numerai,2018-11-28,2.23351,85980
numerai,2018-11-29,2.962322,267589
numerai,2018-11-30,2.458445,43163
numerai,2018-12-01,2.644546,64751
numerai,2018-12-02,2.811896,21489
numerai,2018-12-03,2.877884,40029
numerai,2018-12-04,3.407217,210631
numerai,2018-12-05,2.911522,15777
numerai,2018-12-06,2.462311,19605
numerai,2018-12-07,2.68526,93298
numerai,2018-12-08,2.739644,8570
numerai,2018-12-09,2.774061,5886
numerai,2018-12-10,2.753868,5684
numerai,2018-12-11,2.750422,4255
numerai,2018-12-12,2.761892,3719
numerai,2018-12-13,3.021227,38074
numerai,2018-12-14,2.892424,50368
numerai,2018-12-15,2.613606,6111
numerai,2018-12-16,2.701789,5938
numerai,2018-12-17,3.202959,22124
numerai,2018-12-18,3.108095,20445
numerai,2018-12-19,3.645058,51581
numerai,2018-12-20,3.454738,68889
numerai,2018-12-21,3.082079,48923
numerai,2018-12-22,2.840414,14353
numerai,2018-12-23,3.103086,17615
numerai,2018-12-24,3.205756,37213
numerai,2018-12-25,2.881699,3087
numerai,2018-12-26,2.884928,3424
numerai,2018-12-27,2.697305,8993
numerai,2018-12-28,2.717207,11058
numerai,2018-12-29,2.711951,29380
numerai,2018-12-30,2.588804,31009
numerai,2018-12-31,2.297823,27320
numerai,2019-01-01,2.38374,3723
numerai,2019-01-02,2.639227,37012
numerai,2019-01-03,2.659016,18035
numerai,2019-01-04,2.618488,19495
numerai,2019-01-05,2.613705,8405
numerai,2019-01-06,2.919393,11797
numerai,2019-01-07,2.811327,33547
numerai,2019-01-08,2.798431,68466
numerai,2019-01-09,2.754684,34317
numerai,2019-01-10,2.822368,49987
numerai,2019-01-11,2.958208,14025
numerai,2019-01-12,2.990216,12134
numerai,2019-01-13,2.789988,7601
numerai,2019-01-14,3.015212,48790
numerai,2019-01-15,3.235365,63230
numerai,2019-01-16,3.098956,21311
numerai,2019-01-17,3.244707,14585
numerai,2019-01-18,3.36973,12841
numerai,2019-01-19,3.448474,6681
numerai,2019-01-20,3.304991,2210
numerai,2019-01-21,3.201133,5834
numerai,2019-01-22,3.316691,9497
numerai,2019-01-23,3.64496,40756
numerai,2019-01-24,3.584829,19657
numerai,2019-01-25,3.565266,20881
numerai,2019-01-26,3.494679,2692
numerai,2019-01-27,3.381062,7842
numerai,2019-01-28,3.296302,37493
numerai,2019-01-29,3.413291,6648
numerai,2019-01-30,3.266415,10458
numerai,2019-01-31,3.129966,15587
numerai,2019-02-01,3.392271,11272
numerai,2019-02-02,3.580936,34165
numerai,2019-02-03,3.479919,6618
numerai,2019-02-04,3.398473,8266
numerai,2019-02-05,3.414584,9067
numerai,2019-02-06,3.422652,5028
numerai,2019-02-07,3.346624,2647
numerai,2019-02-08,3.69747,10918
numerai,2019-02-09,3.489266,8704
numerai,2019-02-10,3.576828,11446
numerai,2019-02-11,3.470708,8954
numerai,2019-02-12,3.577809,6123
numerai,2019-02-13,3.500792,12546
numerai,2019-02-14,3.689047,40441
numerai,2019-02-15,3.63504,22744
numerai,2019-02-16,3.570005,34823
numerai,2019-02-17,3.715021,9435
numerai,2019-02-18,3.793124,13117
numerai,2019-02-19,3.750949,17309
numerai,2019-02-20,3.817928,52099
numerai,2019-02-21,3.701768,7524
numerai,2019-02-22,3.730859,7229
numerai,2019-02-23,3.776305,13694
numerai,2019-02-24,3.456339,52976
numerai,2019-02-25,3.697853,10341
numerai,2019-02-26,3.717281,17586
numerai,2019-02-27,4.22258,48489
numerai,2019-02-28,4.324895,37974
numerai,2019-03-01,4.475566,11961
numerai,2019-03-02,4.522693,3929
numerai,2019-03-03,4.781655,12157
numerai,2019-03-04,4.594988,16100
numerai,2019-03-05,4.634867,18935
numerai,2019-03-06,4.933199,19373
numerai,2019-03-07,5.100224,53556
numerai,2019-03-08,5.10505,23062
numerai,2019-03-09,5.05943,7401
numerai,2019-03-10,5.220961,12738
numerai,2019-03-11,5.578996,30972
numerai,2019-03-12,5.408474,23260
numerai,2019-03-13,5.250082,55500
numerai,2019-03-14,5.413769,20090
numerai,2019-03-15,5.320082,27181
numerai,2019-03-16,5.434637,14263
numerai,2019-03-17,5.374544,14026
numerai,2019-03-18,5.418428,74606
numerai,2019-03-19,5.387501,17517
numerai,2019-03-20,5.227106,29786
numerai,2019-03-21,6.665643,400376
numerai,2019-03-22,7.98213,809088
numerai,2019-03-23,7.338089,454139
numerai,2019-03-24,7.595368,103247
numerai,2019-03-25,7.322316,248927
numerai,2019-03-26,8.311238,194325
numerai,2019-03-27,8.832738,384570
numerai,2019-03-28,8.139367,145491
numerai,2019-03-29,7.629823,74014
numerai,2019-03-30,8.179259,63004
numerai,2019-03-31,7.969796,73077
numerai,2019-04-01,8.634166,167536
numerai,2019-04-02,9.31521,140377
numerai,2019-04-03,10.681494,425564
numerai,2019-04-04,9.914254,134413
numerai,2019-04-05,9.603267,91852
numerai,2019-04-06,9.372625,52120
numerai,2019-04-07,9.778308,42056
numerai,2019-04-08,9.691175,62044
numerai,2019-04-09,9.174384,19262
numerai,2019-04-10,8.843655,23167
numerai,2019-04-11,8.672067,114918
numerai,2019-04-12,8.823932,32081
numerai,2019-04-13,8.46841,28869
numerai,2019-04-14,8.418266,17878
numerai,2019-04-15,8.503486,12000
numerai,2019-04-16,9.765896,29140
numerai,2019-04-17,8.703587,44325
numerai,2019-04-18,9.25087,28615
numerai,2019-04-19,8.740585,69433
numerai,2019-04-20,9.103462,26352
numerai,2019-04-21,8.978164,21613
numerai,2019-04-22,8.863492,18724
numerai,2019-04-23,9.338516,18060
numerai,2019-04-24,9.011585,35981
numerai,2019-04-25,8.326571,22195
numerai,2019-04-26,8.616959,66506
numerai,2019-04-27,8.502397,24428
numerai,2019-04-28,8.96552,35431
numerai,2019-04-29,8.667714,44109
numerai,2019-04-30,8.761156,38570
numerai,2019-05-01,8.989453,15790
numerai,2019-05-02,9.385081,82583
numerai,2019-05-03,10.427499,104116
numerai,2019-05-04,10.388198,60962
numerai,2019-05-05,9.77162,18507
numerai,2019-05-06,9.972586,44501
numerai,2019-05-07,9.9141,37317
numerai,2019-05-08,9.829619,124029
numerai,2019-05-09,9.842792,44415
numerai,2019-05-10,9.844786,47863
numerai,2019-05-11,10.41682,65721
numerai,2019-05-12,10.070134,42612
numerai,2019-05-13,10.695078,76628
numerai,2019-05-14,9.500022,122009
numerai,2019-05-15,9.736856,93000
numerai,2019-05-16,9.002642,78792
numerai,2019-05-17,7.921509,58588
numerai,2019-05-18,7.564972,37939
numerai,2019-05-19,7.594387,52405
numerai,2019-05-20,7.766799,63126
numerai,2019-05-21,7.955001,101051
numerai,2019-05-22,8.031779,32877
numerai,2019-05-23,8.663172,92533
numerai,2019-05-24,8.994032,50173
numerai,2019-05-25,9.122065,28743
numerai,2019-05-26,9.720241,69711
numerai,2019-05-27,9.507334,180378
numerai,2019-05-28,9.219693,32610
numerai,2019-05-29,8.711456,71785
numerai,2019-05-30,8.446845,38238
numerai,2019-05-31,8.968924,17413
numerai,2019-06-01,8.976909,25169
numerai,2019-06-02,9.160543,15786
numerai,2019-06-03,8.279085,16558
numerai,2019-06-04,7.80638,81197
numerai,2019-06-05,7.983612,31844
numerai,2019-06-06,7.889081,13284
numerai,2019-06-07,8.027387,1000
numerai,2019-06-08,6.610028,254231
numerai,2019-06-09,6.292398,149958
numerai,2019-06-10,7.149859,152665
numerai,2019-06-11,7.459635,101186
numerai,2019-06-12,7.645079,28892
numerai,2019-06-13,8.795294,233947
numerai,2019-06-14,8.882524,260876
numerai,2019-06-15,8.257383,38559
numerai,2019-06-16,7.829876,54020
numerai,2019-06-17,8.3389,48292
numerai,2019-06-18,7.843569,34399
numerai,2019-06-19,8.390449,42812
numerai,2019-06-20,8.066888,65570
numerai,2019-06-21,8.47539,66797
numerai,2019-06-22,7.632524,47977
numerai,2019-06-23,7.072125,39390
numerai,2019-06-24,6.628153,30856
numerai,2019-06-25,7.012589,33261
numerai,2019-06-26,6.82334,58940
numerai,2019-06-27,6.247148,26695
numerai,2019-06-28,7.276197,23801
numerai,2019-06-29,6.961959,5875
numerai,2019-06-30,6.36962,2912
numerai,2019-07-01,6.369159,20483
numerai,2019-07-02,6.42571,15525
numerai,2019-07-03,6.77103,20111
numerai,2019-07-04,5.794251,73749
numerai,2019-07-05,6.202532,29266
numerai,2019-07-06,6.043969,8951
numerai,2019-07-07,6.485292,5064
numerai,2019-07-08,6.481024,8546
numerai,2019-07-09,7.103053,46724
numerai,2019-07-10,6.222736,52207
numerai,2019-07-11,5.9367,5666
numerai,2019-07-12,6.406069,14425
numerai,2019-07-13,6.084286,10478
numerai,2019-07-14,5.787237,18300
numerai,2019-07-15,6.586354,14016
numerai,2019-07-16,5.550969,9640
numerai,2019-07-17,5.676092,10826
numerai,2019-07-18,6.625463,12468
numerai,2019-07-19,6.615525,9934
numerai,2019-07-20,6.88453,5811
numerai,2019-07-21,6.371282,6268
numerai,2019-07-22,5.895325,2360
numerai,2019-07-23,5.921974,11823
numerai,2019-07-24,6.151723,7252
numerai,2019-07-25,6.219498,2794
numerai,2019-07-26,6.201873,2457
numerai,2019-07-27,5.928941,5060
numerai,2019-07-28,6.038343,4071
numerai,2019-07-29,5.887176,6799
numerai,2019-07-30,5.749826,1388
numerai,2019-07-31,5.891069,6443
numerai,2019-08-01,6.802447,22774
numerai,2019-08-02,6.566099,7829
numerai,2019-08-03,6.722593,3026
numerai,2019-08-04,6.628902,6287
numerai,2019-08-05,6.978044,7733
numerai,2019-08-06,6.418849,23651
numerai,2019-08-07,5.873663,56771
numerai,2019-08-08,5.39601,43028
numerai,2019-08-09,5.048302,62906
numerai,2019-08-10,5.008048,11397
numerai,2019-08-11,5.527796,2030
numerai,2019-08-12,5.221861,8477
numerai,2019-08-13,5.412345,27694
numerai,2019-08-14,5.038215,1300
numerai,2019-08-15,5.308503,452
numerai,2019-08-16,4.903039,2526
numerai,2019-08-17,5.07921,2299
numerai,2019-08-18,4.695876,13848
numerai,2019-08-19,5.361227,55891
numerai,2019-08-20,5.262605,9113
numerai,2019-08-21,4.90423,1422
numerai,2019-08-22,4.64122,35918
numerai,2019-08-23,4.994119,2746
numerai,2019-08-24,4.884173,5248
numerai,2019-08-25,4.81538,487
numerai,2019-08-26,4.844853,2005
numerai,2019-08-27,4.853286,4872
numerai,2019-08-28,4.169048,24861
numerai,2019-08-29,4.272848,8106
numerai,2019-08-30,4.478004,4262
numerai,2019-08-31,4.718975,1158
numerai,2019-09-01,4.575911,4465
numerai,2019-09-02,4.768549,3225
numerai,2019-09-03,4.914467,608
numerai,2019-09-04,5.139746,2757
numerai,2019-09-05,4.62516,1941
numerai,2019-09-06,4.576965,2351
numerai,2019-09-07,4.928949,2139
numerai,2019-09-08,4.980179,3267
numerai,2019-09-09,4.88144,1405
numerai,2019-09-10,4.716234,1253
numerai,2019-09-11,4.683552,3046
numerai,2019-09-12,4.896298,820
numerai,2019-09-13,4.918926,1637
numerai,2019-09-14,5.033356,689
numerai,2019-09-15,4.851964,808
numerai,2019-09-16,4.872449,11158
numerai,2019-09-17,4.815047,3751
numerai,2019-09-18,4.771189,4641
numerai,2019-09-19,5.086375,1425
numerai,2019-09-20,4.96255,6847
numerai,2019-09-21,4.912301,1620
numerai,2019-09-22,4.995933,1991
numerai,2019-09-23,4.909274,747
numerai,2019-09-24,4.341018,16136
numerai,2019-09-25,4.693983,23394
numerai,2019-09-26,4.761792,50424
numerai,2019-09-27,4.703143,43980
numerai,2019-09-28,4.489732,2088
numerai,2019-09-29,4.15902,2690
numerai,2019-09-30,4.322542,4959
numerai,2019-10-01,4.732375,1229
numerai,2019-10-02,4.40283,5122
numerai,2019-10-03,4.9478,3597
numerai,2019-10-04,5.14654,12308
numerai,2019-10-05,5.217549,716
numerai,2019-10-06,5.163699,1474
numerai,2019-10-07,5.315022,8136
numerai,2019-10-08,5.595168,12518
numerai,2019-10-09,5.613539,11574
numerai,2019-10-10,5.522822,8237
numerai,2019-10-11,5.62064,1970
numerai,2019-10-12,5.47387,2501
numerai,2019-10-13,5.606631,1030
numerai,2019-10-14,5.692281,2035
numerai,2019-10-15,5.368925,2314
numerai,2019-10-16,5.13081,9719
numerai,2019-10-17,4.961671,979
numerai,2019-10-18,4.254269,20614
numerai,2019-10-19,4.310753,150925
numerai,2019-10-20,4.441688,59334
numerai,2019-10-21,3.966067,77493
numerai,2019-10-22,3.717889,145516
numerai,2019-10-23,3.644418,141728
numerai,2019-10-24,3.502045,89621
numerai,2019-10-25,4.000713,67433
numerai,2019-10-26,3.768861,14308
numerai,2019-10-27,3.836705,4225
numerai,2019-10-28,3.657256,3078
numerai,2019-10-29,3.925552,4453
numerai,2019-10-30,4.354899,449582
numerai,2019-10-31,6.228354,2006265
numerai,2019-11-01,5.401727,21719
numerai,2019-11-02,5.176967,8546
numerai,2019-11-03,4.923904,7981
numerai,2019-11-04,5.06881,6185
numerai,2019-11-05,5.485838,8648
numerai,2019-11-06,5.280498,5950
numerai,2019-11-07,5.667854,10458
numerai,2019-11-08,6.725139,67968
numerai,2019-11-09,7.410113,36127
numerai,2019-11-10,7.676321,10130
